,Unnamed: 0,0,1,2,Model
59,10,11,0.15691842259854374,-17.617153047967427,Time Decay Attribution
60,11,12,0.20399613524436874,144.42044935070268,Time Decay Attribution
61,12,13,0.2998354124256142,106.33480128797264,Time Decay Attribution
62,13,14,0.18585604208779224,-19.387312335927533,Time Decay Attribution
63,14,15,0.3267289687752766,122.32658826951145,Time Decay Attribution
64,15,16,0.4798976475500524,4513.506820242726,Time Decay Attribution
65,16,17,5.3983209593952814,1982.3677655245253,Time Decay Attribution
66,17,18,0.2011588182705428,14.96072848267705,Time Decay Attribution
67,18,19,3.8143001573174273,46273.58498393249,Time Decay Attribution
68,19,20,0.26573884253701,-2.1045948724375507,Time Decay Attribution
69,20,21,0.5630975437949857,68.25453647833476,Time Decay Attribution
70,21,22,1.3905028224354996,377.9931700463949,Time Decay Attribution
71,22,23,0.5114548637510052,7637.816390089745,Time Decay Attribution
72,23,24,0.1470914711758847,-55.04604957274585,Time Decay Attribution
73,24,25,0.2668934912757113,21.161046597370355,Time Decay Attribution
74,25,26,0.7354007510025339,1006.158025596441,Time Decay Attribution
75,26,27,4.084050116219818,740.8923701198061,Time Decay Attribution
76,27,28,0.15789449283587864,-43.09401557548768,Time Decay Attribution
77,28,29,0.11216070623023564,-65.47893468001712,Time Decay Attribution
78,29,30,0.4918825486404829,104.49610444136768,Time Decay Attribution
79,30,31,0.35023456843487155,15.145799015237785,Time Decay Attribution
80,31,32,0.2587099009350567,333.9042848019185,Time Decay Attribution
81,32,33,2.8927442111531634,1004.0547868082208,Time Decay Attribution
82,33,34,0.11658613501035353,7.408227358110804,Time Decay Attribution
83,34,35,5.377227267710104,8930.904231849414,Time Decay Attribution
84,35,36,0.3994573509109633,59.648752456235705,Time Decay Attribution
85,36,37,0.6918272503552505,283.0724205859256,Time Decay Attribution
86,37,38,0.7137299098507881,8589.685672658065,Time Decay Attribution
87,38,39,0.1627868905528915,986.0039867709123,Time Decay Attribution
88,39,40,1.8923142353455724,513.6181696974934,Time Decay Attribution
89,40,41,0.16788708067077096,3396.701756867285,Time Decay Attribution
90,41,42,0.1783021533438502,-5.809735357072773,Time Decay Attribution
91,42,43,0.3832662017983026,3612.2341677379163,Time Decay Attribution
92,43,44,0.4769818023288048,129.13963142379993,Time Decay Attribution
93,44,45,0.317963611200268,208.02868800163876,Time Decay Attribution
94,45,46,0.32626369478348904,288.65786971766084,Time Decay Attribution
95,46,47,0.28016039688736066,1260.151615003653,Time Decay Attribution
96,47,48,0.4737767449393136,84.64872323301594,Time Decay Attribution
97,48,49,0.4736089373155442,53.44649468501602,Time Decay Attribution
98,0,1,0.07761852260198457,106.35027593693194,Last Touch Attribution
99,1,2,0.10044144378083616,15.310763933844258,Last Touch Attribution
100,2,3,0.07880434782608696,-76.59129590920267,Last Touch Attribution
101,3,4,0.10824742268041238,-49.98614845806365,Last Touch Attribution
102,4,5,0.09076433121019108,-48.132222053431214,Last Touch Attribution
103,5,6,0.05121079793568877,-56.72876104092843,Last Touch Attribution
104,6,7,0.08526135389888602,-67.47324539224577,Last Touch Attribution
105,7,8,0.04944178628389154,-60.41181789628314,Last Touch Attribution
106,8,9,0.2313800118117987,11.602485319449654,Last Touch Attribution
107,9,10,0.11484593837535012,-55.63987662108667,Last Touch Attribution
108,10,11,0.1377319080968178,-27.690155704784303,Last Touch Attribution
109,11,12,0.04702808621815807,-43.652726794180346,Last Touch Attribution
110,12,13,0.10667498440424204,-26.590520007680922,Last Touch Attribution
111,13,14,0.05627250900360144,-75.59251697484099,Last Touch Attribution
112,14,15,0.08664396519107076,-41.042089878714435,Last Touch Attribution
113,15,16,0.16297976933257705,1466.8096753881414,Last Touch Attribution
114,16,17,0.2109500805152979,-18.627356338392428,Last Touch Attribution
115,17,18,0.13940926689146996,-20.328668577060174,Last Touch Attribution
116,18,19,0.1398264223722276,1599.9848500224136,Last Touch Attribution
117,19,20,0.253957737638608,-6.4446304723094245,Last Touch Attribution
118,20,21,0.028333333333333325,-91.53395016650649,Last Touch Attribution
119,21,22,0.09967497291440952,-65.73616715556348,Last Touch Attribution
120,22,23,0.3260356299635115,4832.603089904501,Last Touch Attribution
121,23,24,0.10003405414609227,-69.42769097914938,Last Touch Attribution
122,24,25,0.09174311926605504,-58.351579518664025,Last Touch Attribution
123,25,26,0.17029903699949314,156.15645112073798,Last Touch Attribution
124,26,27,0.08608058608058608,-82.2762928977951,Last Touch Attribution
125,27,28,0.14177215189873418,-48.9045898759445,Last Touch Attribution
126,28,29,0.08026166813435652,-75.29688978001464,Last Touch Attribution
127,29,30,0.3385063045586809,40.73119854001712,Last Touch Attribution
128,30,31,0.09080841638981174,-70.14512956490847,Last Touch Attribution
129,31,32,0.08779679734953065,47.251444278547595,Last Touch Attribution
130,32,33,0.16822429906542055,-35.79493066668474,Last Touch Attribution
131,33,34,0.07868426314737052,-27.509928818828534,Last Touch Attribution
132,34,35,0.09929078014184398,66.75611461526762,Last Touch Attribution
133,35,36,0.010466988727858293,-95.81672063722135,Last Touch Attribution
134,36,37,0.1136038186157518,-37.096305815369504,Last Touch Attribution
135,37,38,0.05921343349536015,620.9255456046292,Last Touch Attribution
136,38,39,0.1541040060080963,928.0776562151033,Last Touch Attribution
137,39,40,0.13972055888223553,-54.6930039371757,Last Touch Attribution
138,40,41,0.11988527724665393,2396.934593752093,Last Touch Attribution
139,41,42,0.04083806818181818,-78.42679756013149,Last Touch Attribution
140,42,43,0.2532178217821782,2352.613472018746,Last Touch Attribution
141,43,44,0.06808896958692692,-67.29040538024617,Last Touch Attribution
142,44,45,0.1000705965407695,-3.056156509117619,Last Touch Attribution
143,45,46,0.17309725158562367,106.20010786028477,Last Touch Attribution
144,46,47,0.2404833836858006,1067.5235555626869,Last Touch Attribution
145,47,48,0.10028860028860027,-60.913737966416384,Last Touch Attribution
146,48,49,0.06816102470265324,-77.91623111243672,Last Touch Attribution
147,0,1,0.07761852260198457,106.35027593693194,First Touch Attribution
148,1,2,0.10044144378083616,15.310763933844258,First Touch Attribution
149,2,3,0.07880434782608696,-76.59129590920267,First Touch Attribution
150,3,4,0.10824742268041238,-49.98614845806365,First Touch Attribution
151,4,5,0.09076433121019108,-48.132222053431214,First Touch Attribution
152,5,6,0.05121079793568877,-56.72876104092843,First Touch Attribution
153,6,7,0.08526135389888602,-67.47324539224577,First Touch Attribution
154,7,8,0.04944178628389154,-60.41181789628314,First Touch Attribution
155,8,9,0.2313800118117987,11.602485319449654,First Touch Attribution
156,9,10,0.11484593837535012,-55.63987662108667,First Touch Attribution
157,10,11,0.1377319080968178,-27.690155704784303,First Touch Attribution
158,11,12,0.04702808621815807,-43.652726794180346,First Touch Attribution
159,12,13,0.10667498440424204,-26.590520007680922,First Touch Attribution
160,13,14,0.05627250900360144,-75.59251697484099,First Touch Attribution
161,14,15,0.08664396519107076,-41.042089878714435,First Touch Attribution
162,15,16,0.16297976933257705,1466.8096753881414,First Touch Attribution
163,16,17,0.2109500805152979,-18.627356338392428,First Touch Attribution
164,17,18,0.13940926689146996,-20.328668577060174,First Touch Attribution
165,18,19,0.1398264223722276,1599.9848500224136,First Touch Attribution
166,19,20,0.253957737638608,-6.4446304723094245,First Touch Attribution
167,20,21,0.028333333333333325,-91.53395016650649,First Touch Attribution
168,21,22,0.09967497291440952,-65.73616715556348,First Touch Attribution
169,22,23,0.3260356299635115,4832.603089904501,First Touch Attribution
170,23,24,0.10003405414609227,-69.42769097914938,First Touch Attribution
171,24,25,0.09174311926605504,-58.351579518664025,First Touch Attribution
172,25,26,0.17029903699949314,156.15645112073798,First Touch Attribution
173,26,27,0.08608058608058608,-82.2762928977951,First Touch Attribution
174,27,28,0.14177215189873418,-48.9045898759445,First Touch Attribution
175,28,29,0.08026166813435652,-75.29688978001464,First Touch Attribution
176,29,30,0.3385063045586809,40.73119854001712,First Touch Attribution
177,30,31,0.09080841638981174,-70.14512956490847,First Touch Attribution
178,31,32,0.08779679734953065,47.251444278547595,First Touch Attribution
179,32,33,0.16822429906542055,-35.79493066668474,First Touch Attribution
180,33,34,0.07868426314737052,-27.509928818828534,First Touch Attribution
181,34,35,0.09929078014184398,66.75611461526762,First Touch Attribution
182,35,36,0.010466988727858293,-95.81672063722135,First Touch Attribution
183,36,37,0.1136038186157518,-37.096305815369504,First Touch Attribution
184,37,38,0.05921343349536015,620.9255456046292,First Touch Attribution
185,38,39,0.1541040060080963,928.0776562151033,First Touch Attribution
186,39,40,0.13972055888223553,-54.6930039371757,First Touch Attribution
187,40,41,0.11988527724665393,2396.934593752093,First Touch Attribution
188,41,42,0.04083806818181818,-78.42679756013149,First Touch Attribution
189,42,43,0.2532178217821782,2352.613472018746,First Touch Attribution
190,43,44,0.06808896958692692,-67.29040538024617,First Touch Attribution
191,44,45,0.1000705965407695,-3.056156509117619,First Touch Attribution
192,45,46,0.17309725158562367,106.20010786028477,First Touch Attribution
193,46,47,0.2404833836858006,1067.5235555626869,First Touch Attribution
194,47,48,0.10028860028860027,-60.913737966416384,First Touch Attribution
195,48,49,0.06816102470265324,-77.91623111243672,First Touch Attribution
196,0,1,0.25424476295479603,575.9143981684163,Linear Attribution
197,1,2,0.343287457803168,294.10762647503134,Linear Attribution
198,2,3,0.2391304347826087,-28.96669103482192,Linear Attribution
199,3,4,0.3608247422680412,66.71283847312115,Linear Attribution
200,4,5,0.4990445859872612,185.18178260446768,Linear Attribution
201,5,6,0.16038110361254465,35.51612821290629,Linear Attribution
202,6,7,0.2570694087403599,-1.9293830921983102,Linear Attribution
203,7,8,0.19138755980861244,53.24457588535561,Linear Attribution
204,8,9,0.792735743815211,282.3635348558172,Linear Attribution
205,9,10,0.4705882352941176,81.76831043066927,Linear Attribution
206,10,11,0.5186755129622804,172.30687572903932,Linear Attribution
207,11,12,0.15316786414108427,83.51993842728766,Linear Attribution
208,12,13,0.4335620711166563,198.36016722024425,Linear Attribution
209,13,14,0.4879951980792317,111.66169279417903,Linear Attribution
210,14,15,0.29417328793038217,100.17369047729048,Linear Attribution
211,15,16,0.6035167328417471,5701.9216749871775,Linear Attribution
212,16,17,0.7278582930756844,180.76667889348568,Linear Attribution
213,17,18,0.5878293992756338,235.94001269869838,Linear Attribution
214,18,19,0.4108003857280617,4894.438249031367,Linear Attribution
215,19,20,0.8716786386777321,221.1172768712356,Linear Attribution
216,20,21,0.12333333333333335,-63.14778307773407,Linear Attribution
217,21,22,0.4322860238353196,48.60075331445843,Linear Attribution
218,22,23,0.8239965657866495,12366.26942866582,Linear Attribution
219,23,24,0.3870253703388388,18.28231217769104,Linear Attribution
220,24,25,0.3174794785127957,44.12545508672846,Linear Attribution
221,25,26,0.5737455651292448,763.0032817520101,Linear Attribution
222,26,27,0.2673992673992674,-44.94337793783154,Linear Attribution
223,27,28,0.7288607594936709,162.68515311992104,Linear Attribution
224,28,29,0.29966033463328723,-7.7698925642553025,Linear Attribution
225,29,30,0.8680892337536372,260.90092462267995,Linear Attribution
226,30,31,0.3864894795127353,27.06524124203589,Linear Attribution
227,31,32,0.2534511319712866,325.08435801165626,Linear Attribution
228,32,33,0.5186915887850467,97.96563044438871,Linear Attribution
229,33,34,0.36162767446510696,233.1595774616229,Linear Attribution
230,34,35,0.2765957446808511,364.5348907139598,Linear Attribution
231,35,36,0.03998926462694578,-84.01772756271751,Linear Attribution
232,36,37,0.3873508353221957,114.4804530707044,Linear Attribution
233,37,38,0.19237001031079687,2242.111349650859,Linear Attribution
234,38,39,0.5864304947520744,3812.267462703735,Linear Attribution
235,39,40,0.4970059880239521,61.163457423475,Linear Attribution
236,40,41,0.5058317399617591,10435.3117508312,Linear Attribution
237,41,42,0.19300426136363635,1.9568306614655808,Linear Attribution
238,42,43,0.8165841584158415,7809.258889726141,Linear Attribution
239,43,44,0.23831139355424424,14.483581169138393,Linear Attribution
240,44,45,0.3339216378397459,223.48809856216843,Linear Attribution
241,45,46,0.8381342494714588,898.4177741662489,Linear Attribution
242,46,47,0.8350453172205438,3954.064205496566,Linear Attribution
243,47,48,0.5238095238095238,104.14839018979643,Linear Attribution
244,48,49,0.22461116193961572,-27.22731192084848,Linear Attribution
